0.4868,0.5132
0.4736,0.5264
0.49,0.51
0.4728,0.5272
0.486,0.514
0.48,0.52
0.4776,0.5224
0.488,0.512
0.4828,0.5172
0.49,0.51
0.4708,0.5292
0.468,0.532
0.4872,0.5128
0.4776,0.5224
0.4768,0.5232
0.484,0.516
0.49,0.51
0.4888,0.5112
0.484,0.516
0.4888,0.5112
0.4804,0.5196
0.4728,0.5272
0.4772,0.5228
0.5016,0.4984
0.4852,0.5148
0.488,0.512
0.474,0.526
0.5048,0.4952
0.4828,0.5172
0.48,0.52
0.5008,0.4992
0.4744,0.5256
0.4764,0.5236
0.486,0.514
0.4824,0.5176
0.4964,0.5036
0.4928,0.5072
0.4628,0.5372
0.4944,0.5056
0.492,0.508
0.4828,0.5172
0.48,0.52
0.4948,0.5052
0.4856,0.5144
0.4872,0.5128
0.4712,0.5288
0.504,0.496
0.4856,0.5144
0.4904,0.5096
0.494,0.506
0.4848,0.5152
0.4996,0.5004
0.4976,0.5024
0.4812,0.5188
0.496,0.504
0.4772,0.5228
0.494,0.506
0.4988,0.5012
0.4684,0.5316
0.4704,0.5296
0.4816,0.5184
0.476,0.524
0.4908,0.5092
0.4948,0.5052
0.4784,0.5216
0.4804,0.5196
0.4844,0.5156
0.4772,0.5228
0.4856,0.5144
0.472,0.528
0.4868,0.5132
0.4848,0.5152
0.486,0.514
0.4836,0.5164
0.4964,0.5036
0.4888,0.5112
0.4676,0.5324
0.4844,0.5156
0.4792,0.5208
0.4752,0.5248
0.4756,0.5244
0.484,0.516
0.476,0.524
0.5024,0.4976
0.4868,0.5132
0.494,0.506
0.4904,0.5096
0.492,0.508
0.4816,0.5184
0.4776,0.5224
0.5032,0.4968
0.4816,0.5184
0.478,0.522
0.4884,0.5116
0.474,0.526
0.4872,0.5128
0.4836,0.5164
0.484,0.516
0.4848,0.5152
0.4984,0.5016
0.4888,0.5112
0.4796,0.5204
0.4824,0.5176
0.4844,0.5156
0.4848,0.5152
0.4876,0.5124
0.4948,0.5052
0.4708,0.5292
0.4912,0.5088
0.4852,0.5148
0.488,0.512
0.4828,0.5172
0.4856,0.5144
0.498,0.502
0.4884,0.5116
0.4856,0.5144
0.4708,0.5292
0.4932,0.5068
0.4684,0.5316
0.4768,0.5232
0.4748,0.5252
0.4684,0.5316
0.5056,0.4944
0.4804,0.5196
0.4816,0.5184
0.4788,0.5212
0.4776,0.5224
0.496,0.504
0.482,0.518
0.512,0.488
0.4868,0.5132
0.4732,0.5268
0.4744,0.5256
0.4676,0.5324
0.4808,0.5192
0.486,0.514
0.4864,0.5136
0.4788,0.5212
0.4752,0.5248
0.4876,0.5124
0.4728,0.5272
0.4784,0.5216
0.476,0.524
0.4744,0.5256
0.49,0.51
0.4828,0.5172
0.4824,0.5176
0.4984,0.5016
0.476,0.524
0.5024,0.4976
0.4972,0.5028
0.4676,0.5324
0.5004,0.4996
0.4876,0.5124
0.4876,0.5124
0.4724,0.5276
0.486,0.514
0.474,0.526
0.4824,0.5176
0.484,0.516
0.494,0.506
0.4828,0.5172
0.4824,0.5176
0.478,0.522
0.4584,0.5416
0.4816,0.5184
0.4832,0.5168
0.4676,0.5324
0.4816,0.5184
0.4724,0.5276
0.496,0.504
0.478,0.522
0.5144,0.4856
0.4936,0.5064
0.484,0.516
0.4708,0.5292
0.4692,0.5308
0.4688,0.5312
0.4824,0.5176
0.47,0.53
0.4728,0.5272
0.4772,0.5228
0.4876,0.5124
0.4808,0.5192
0.4708,0.5292
0.4896,0.5104
0.476,0.524
0.468,0.532
0.4728,0.5272
0.49,0.51
0.4844,0.5156
0.4928,0.5072
0.4884,0.5116
0.47,0.53
0.4728,0.5272
0.4988,0.5012
0.48,0.52
0.468,0.532
0.4852,0.5148
0.4804,0.5196
0.4884,0.5116
0.4876,0.5124
0.4952,0.5048
0.4852,0.5148
0.4952,0.5048
0.4764,0.5236
0.4788,0.5212
0.486,0.514
0.4784,0.5216
0.4808,0.5192
0.4808,0.5192
0.4868,0.5132
0.4884,0.5116
0.4852,0.5148
0.4924,0.5076
0.4968,0.5032
0.5072,0.4928
0.4892,0.5108
0.4724,0.5276
0.4932,0.5068
0.4968,0.5032
0.4756,0.5244
0.4856,0.5144
0.4908,0.5092
0.4948,0.5052
0.4728,0.5272
0.4736,0.5264
0.4912,0.5088
0.4948,0.5052
0.4828,0.5172
0.474,0.526
0.4796,0.5204
0.4736,0.5264
0.482,0.518
0.4828,0.5172
0.4736,0.5264
0.4908,0.5092
0.4784,0.5216
0.4756,0.5244
0.482,0.518
0.4792,0.5208
0.4712,0.5288
0.4788,0.5212
0.5032,0.4968
0.4804,0.5196
0.478,0.522
0.4808,0.5192
0.49,0.51
0.4904,0.5096
0.4724,0.5276
0.4952,0.5048
0.484,0.516
0.4852,0.5148
0.48,0.52
0.5088,0.4912
0.488,0.512
0.4936,0.5064
0.4916,0.5084
0.4824,0.5176
0.496,0.504
0.4816,0.5184
0.4752,0.5248
0.4808,0.5192
0.4844,0.5156
0.4988,0.5012
0.4764,0.5236
0.4812,0.5188
0.4856,0.5144
0.4728,0.5272
0.4652,0.5348
0.4732,0.5268
0.5016,0.4984
0.4864,0.5136
0.4864,0.5136
0.4664,0.5336
0.4936,0.5064
0.4992,0.5008
0.4688,0.5312
0.4804,0.5196
0.4844,0.5156
0.4808,0.5192
0.4864,0.5136
0.4984,0.5016
0.4976,0.5024
0.468,0.532
0.4888,0.5112
0.4612,0.5388
0.4756,0.5244
0.5004,0.4996
0.4864,0.5136
0.5,0.5
0.502,0.498
0.5004,0.4996
0.4812,0.5188
0.4668,0.5332
0.4776,0.5224
0.49,0.51
0.5028,0.4972
0.4888,0.5112
0.4868,0.5132
0.492,0.508
0.4752,0.5248
0.4816,0.5184
0.4656,0.5344
0.4936,0.5064
0.482,0.518
0.4628,0.5372
0.4804,0.5196
0.4888,0.5112
0.4684,0.5316
0.4772,0.5228
0.4836,0.5164
0.4952,0.5048
0.4504,0.5496
0.4796,0.5204
0.466,0.534
0.4796,0.5204
0.488,0.512
0.4816,0.5184
0.4848,0.5152
0.4912,0.5088
0.476,0.524
0.4824,0.5176
0.4904,0.5096
0.5,0.5
0.4736,0.5264
0.4724,0.5276
0.4844,0.5156
0.4844,0.5156
0.4996,0.5004
0.4972,0.5028
0.46,0.54
0.4896,0.5104
0.4832,0.5168
0.4652,0.5348
0.4856,0.5144
0.4812,0.5188
0.4964,0.5036
0.4888,0.5112
0.4784,0.5216
0.4692,0.5308
0.4756,0.5244
0.4732,0.5268
0.4724,0.5276
0.4756,0.5244
0.492,0.508
0.48,0.52
0.474,0.526
0.5004,0.4996
0.4952,0.5048
0.4948,0.5052
0.4736,0.5264
0.4896,0.5104
0.4916,0.5084
0.46,0.54
0.482,0.518
0.4912,0.5088
0.486,0.514
0.4804,0.5196
0.462,0.538
0.4988,0.5012
0.4952,0.5048
0.4948,0.5052
0.4928,0.5072
0.488,0.512
0.4648,0.5352
0.4768,0.5232
0.4804,0.5196
0.4868,0.5132
0.4972,0.5028
0.4744,0.5256
0.4856,0.5144
0.4692,0.5308
0.5004,0.4996
0.496,0.504
0.4976,0.5024
0.488,0.512
0.4912,0.5088
0.4644,0.5356
0.4904,0.5096
0.49,0.51
0.4892,0.5108
0.4952,0.5048
0.4876,0.5124
0.4924,0.5076
0.4948,0.5052
0.488,0.512
0.4996,0.5004
0.4892,0.5108
0.4812,0.5188
0.4932,0.5068
0.4884,0.5116
0.4876,0.5124
0.4968,0.5032
0.496,0.504
0.4768,0.5232
0.476,0.524
0.4768,0.5232
0.4828,0.5172
0.5044,0.4956
0.4956,0.5044
0.486,0.514
0.4988,0.5012
0.4836,0.5164
0.494,0.506
0.4896,0.5104
0.5016,0.4984
0.4888,0.5112
0.4748,0.5252
0.4788,0.5212
0.4812,0.5188
0.4808,0.5192
0.47,0.53
0.4876,0.5124
0.4724,0.5276
0.4704,0.5296
0.4832,0.5168
0.4932,0.5068
0.4964,0.5036
0.4892,0.5108
0.4964,0.5036
0.486,0.514
0.5016,0.4984
0.4884,0.5116
0.4992,0.5008
0.4672,0.5328
0.4788,0.5212
0.486,0.514
0.4844,0.5156
0.4964,0.5036
0.4792,0.5208
0.4696,0.5304
0.4844,0.5156
0.5072,0.4928
0.4892,0.5108
0.484,0.516
0.4664,0.5336
0.4756,0.5244
0.4864,0.5136
0.4816,0.5184
0.4968,0.5032
0.4952,0.5048
0.4864,0.5136
0.4796,0.5204
0.4908,0.5092
0.504,0.496
0.4884,0.5116
0.4824,0.5176
0.48,0.52
0.4972,0.5028
0.5124,0.4876
0.4964,0.5036
0.4668,0.5332
0.4884,0.5116
0.49,0.51
0.4764,0.5236
0.482,0.518
0.4784,0.5216
0.4752,0.5248
0.4836,0.5164
0.48,0.52
0.4768,0.5232
0.4776,0.5224
0.462,0.538
0.4844,0.5156
0.4852,0.5148
0.472,0.528
0.4872,0.5128
0.4848,0.5152
0.4884,0.5116
0.466,0.534
0.498,0.502
0.4976,0.5024
0.476,0.524
0.5144,0.4856
0.4708,0.5292
0.4748,0.5252
0.484,0.516
0.4816,0.5184
0.4848,0.5152
0.4764,0.5236
0.4812,0.5188
0.492,0.508
0.4876,0.5124
0.4952,0.5048
0.4788,0.5212
0.4992,0.5008
0.4972,0.5028
0.4836,0.5164
0.4856,0.5144
0.4796,0.5204
0.4884,0.5116
0.4836,0.5164
0.4824,0.5176
0.4908,0.5092
0.4856,0.5144
0.4848,0.5152
0.4936,0.5064
0.4908,0.5092
0.498,0.502
0.4728,0.5272
0.5048,0.4952
0.4984,0.5016
0.4948,0.5052
0.46,0.54
0.4796,0.5204
0.4908,0.5092
0.4924,0.5076
0.4916,0.5084
0.4724,0.5276
0.4608,0.5392
0.4604,0.5396
0.474,0.526
0.4812,0.5188
0.4916,0.5084
0.4908,0.5092
0.4716,0.5284
0.4708,0.5292
0.4764,0.5236
0.4908,0.5092
0.4728,0.5272
0.4956,0.5044
0.4812,0.5188
0.5012,0.4988
0.464,0.536
0.4896,0.5104
0.4784,0.5216
0.4912,0.5088
0.4696,0.5304
0.4784,0.5216
0.496,0.504
0.4912,0.5088
0.4916,0.5084
0.4864,0.5136
0.4892,0.5108
0.4836,0.5164
0.4788,0.5212
0.4816,0.5184
0.492,0.508
0.4916,0.5084
0.4868,0.5132
0.4956,0.5044
0.488,0.512
0.4884,0.5116
0.5064,0.4936
0.4644,0.5356
0.494,0.506
0.4852,0.5148
0.4756,0.5244
0.476,0.524
0.4704,0.5296
0.4904,0.5096
0.4812,0.5188
0.4892,0.5108
0.4932,0.5068
0.4676,0.5324
0.4908,0.5092
0.4776,0.5224
0.4872,0.5128
0.4772,0.5228
0.4968,0.5032
0.4824,0.5176
0.482,0.518
0.4888,0.5112
0.472,0.528
0.4836,0.5164
0.4808,0.5192
0.4676,0.5324
0.4892,0.5108
0.4824,0.5176
0.49,0.51
0.4708,0.5292
0.4924,0.5076
0.49,0.51
0.492,0.508
0.4816,0.5184
0.4924,0.5076
0.476,0.524
0.484,0.516
0.4912,0.5088
0.4832,0.5168
0.4716,0.5284
0.4744,0.5256
0.4884,0.5116
0.5,0.5
0.484,0.516
0.4828,0.5172
0.482,0.518
0.4952,0.5048
0.48,0.52
0.484,0.516
0.4592,0.5408
0.484,0.516
0.4748,0.5252
0.4832,0.5168
0.4856,0.5144
0.4872,0.5128
0.4828,0.5172
0.4964,0.5036
0.4672,0.5328
0.4784,0.5216
0.4588,0.5412
0.4836,0.5164
0.4912,0.5088
0.4904,0.5096
0.4876,0.5124
0.4944,0.5056
0.5018007202881153,0.49819927971188477
