0.4974,0.5026
0.5052,0.4948
0.5074,0.4926
0.5102,0.4898
0.4902,0.5098
0.496,0.504
0.5036,0.4964
0.484,0.516
0.5064,0.4936
0.4958,0.5042
0.4924,0.5076
0.5054,0.4946
0.5048,0.4952
0.5052,0.4948
0.4916,0.5084
0.5076,0.4924
0.495,0.505
0.5084,0.4916
0.5022,0.4978
0.508,0.492
0.4936,0.5064
0.5082,0.4918
0.4988,0.5012
0.5066,0.4934
0.4964,0.5036
0.5006,0.4994
0.5008,0.4992
0.5012,0.4988
0.5122,0.4878
0.4882,0.5118
0.4998,0.5002
0.5038,0.4962
0.4892,0.5108
0.5012,0.4988
0.495,0.505
0.4964,0.5036
0.498,0.502
0.5046,0.4954
0.5018,0.4982
0.4884,0.5116
0.4966,0.5034
0.5112,0.4888
0.505,0.495
0.5046,0.4954
0.4904,0.5096
0.5038,0.4962
0.5036,0.4964
0.5086,0.4914
0.5036,0.4964
0.5016,0.4984
0.4968,0.5032
0.5008,0.4992
0.4924,0.5076
0.4958,0.5042
0.5014,0.4986
0.503,0.497
0.5172,0.4828
0.5042,0.4958
0.5054,0.4946
0.4932,0.5068
0.4932,0.5068
0.5042,0.4958
0.5022,0.4978
0.5076,0.4924
0.4996,0.5004
0.4986,0.5014
0.4954,0.5046
0.496,0.504
0.5042,0.4958
0.504,0.496
0.4874,0.5126
0.501,0.499
0.5088,0.4912
0.4978,0.5022
0.5106,0.4894
0.4934,0.5066
0.507,0.493
0.4968,0.5032
0.4978,0.5022
0.5038,0.4962
0.5086,0.4914
0.5004,0.4996
0.4884,0.5116
0.4942,0.5058
0.4952,0.5048
0.5004,0.4996
0.5156,0.4844
0.5048,0.4952
0.4872,0.5128
0.4958,0.5042
0.4974,0.5026
0.506,0.494
0.5004,0.4996
0.4934,0.5066
0.4908,0.5092
0.4994,0.5006
0.4924,0.5076
0.5046,0.4954
0.4934,0.5066
0.4986,0.5014
0.4988,0.5012
0.5066,0.4934
0.5036,0.4964
0.5064,0.4936
0.495,0.505
0.5034,0.4966
0.4962,0.5038
0.5032,0.4968
0.5108,0.4892
0.5028,0.4972
0.5074,0.4926
0.5044,0.4956
0.4986,0.5014
0.5054,0.4946
0.4962,0.5038
0.4892,0.5108
0.4888,0.5112
0.503,0.497
0.4978,0.5022
0.4876,0.5124
0.4928,0.5072
0.496,0.504
0.4996,0.5004
0.5016,0.4984
0.501,0.499
0.5064,0.4936
0.505,0.495
0.5052,0.4948
0.5106,0.4894
0.504,0.496
0.4886,0.5114
0.4952,0.5048
0.5112,0.4888
0.5016,0.4984
0.498,0.502
0.4956,0.5044
0.5032,0.4968
0.4922,0.5078
0.4992,0.5008
0.5102,0.4898
0.5158,0.4842
0.5188,0.4812
0.4976,0.5024
0.4844,0.5156
0.5082,0.4918
0.518,0.482
0.5012,0.4988
0.4852,0.5148
0.51,0.49
0.4966,0.5034
0.4966,0.5034
0.4934,0.5066
0.4922,0.5078
0.4892,0.5108
0.4948,0.5052
0.4944,0.5056
0.496,0.504
0.5028,0.4972
0.5078,0.4922
0.487,0.513
0.4914,0.5086
0.5004,0.4996
0.5006,0.4994
0.5032,0.4968
0.5112,0.4888
0.4924,0.5076
0.5054,0.4946
0.4948,0.5052
0.5064,0.4936
0.4998,0.5002
0.4924,0.5076
0.4828,0.5172
0.5026,0.4974
0.4896,0.5104
0.5072,0.4928
0.503,0.497
0.5054,0.4946
0.4928,0.5072
0.508,0.492
0.4932,0.5068
0.5038,0.4962
0.5054,0.4946
0.5016,0.4984
0.4892,0.5108
